Given Address,House Number,Street,City,State,ZIP Code,Full Address,Exact Match
600 NW 43RD ST OK,600,Northwest 43rd Street,Oklahoma City,Oklahoma,73118,"600 Northwest 43rd Street Oklahoma City, Oklahoma 73118",True
600 NW 8TH ST OK,600,Northwest 8th Street,City not found,Oklahoma,74426,"600 Northwest 8th Street City not found, Oklahoma 74426",True
6000 S POST RD OK,6000,South Post Road,Oklahoma City,Oklahoma,73150,"6000 South Post Road Oklahoma City, Oklahoma 73150",True
6003 FOX RUN WAY OK,6003,Fox Run Way,Oklahoma City,Oklahoma,73142,"6003 Fox Run Way Oklahoma City, Oklahoma 73142",True
6008 S COUNTRY CLUB DR OK,6501,South Country Club Drive,Oklahoma City,Oklahoma,73159,"6501 South Country Club Drive Oklahoma City, Oklahoma 73159",False
6032 NW 23RD ST OK,6010,Northwest 23rd Street,Oklahoma City,Oklahoma,73127,"6010 Northwest 23rd Street Oklahoma City, Oklahoma 73127",False
606 NW 8TH ST OK,606,Northwest 8th Street,City not found,Oklahoma,74426,"606 Northwest 8th Street City not found, Oklahoma 74426",True
609 SE 27TH ST OK,609,Southeast 27th Street,El Reno,Oklahoma,73036,"609 Southeast 27th Street El Reno, Oklahoma 73036",True
6100 GAELIC GLEN DR OK,6100,Gaelic Glen Drive,Oklahoma City,Oklahoma,73142,"6100 Gaelic Glen Drive Oklahoma City, Oklahoma 73142",True
6107 HILLCREST DR OK,6107,South Hillcrest Drive,Oklahoma City,Oklahoma,73159,"6107 South Hillcrest Drive Oklahoma City, Oklahoma 73159",True
6117 N VERMONT AVE OK,6117,North Vermont Avenue,Oklahoma City,Oklahoma,73112,"6117 North Vermont Avenue Oklahoma City, Oklahoma 73112",True
541 SE 34TH ST OK,541,Southeast 34th Street,Moore,Oklahoma,73160,"541 Southeast 34th Street Moore, Oklahoma 73160",True
5417 NW 16TH ST OK,5417,Northwest 16th Street,Oklahoma City,Oklahoma,73127,"5417 Northwest 16th Street Oklahoma City, Oklahoma 73127",True
546 W HILL ST OK,546,West Hill Street,Oklahoma City,Oklahoma,73118,"546 West Hill Street Oklahoma City, Oklahoma 73118",True
5500 HARRIS ST OK,5500,North Harris Street,Oklahoma City,Oklahoma,73084,"5500 North Harris Street Oklahoma City, Oklahoma 73084",True
5502 S SHIELDS BLVD OK,House number not found,South Shields Boulevard,Oklahoma City,Oklahoma,73149,"House number not found South Shields Boulevard Oklahoma City, Oklahoma 73149",False
8420 NW 111TH ST OK,8420,Northwest 111th Street,Oklahoma City,Oklahoma,73162,"8420 Northwest 111th Street Oklahoma City, Oklahoma 73162",True
8500 S CAMAY AVE OK,8500,South Camay Avenue,Oklahoma City,Oklahoma,73159,"8500 South Camay Avenue Oklahoma City, Oklahoma 73159",True
8605 RAMBLING RD OK,8600,Northwest 85th Place,Oklahoma City,Oklahoma,73132,"8600 Northwest 85th Place Oklahoma City, Oklahoma 73132",False
807 N DEWEY AVE OK,807,North Dewey Avenue,Oklahoma City,Oklahoma,73102,"807 North Dewey Avenue Oklahoma City, Oklahoma 73102",True
809 SE 68TH ST OK,809,Southeast 68th Street,Oklahoma City,Oklahoma,73149,"809 Southeast 68th Street Oklahoma City, Oklahoma 73149",True
811 N DEWEY AVE OK,811,North Dewey Avenue,Oklahoma City,Oklahoma,73102,"811 North Dewey Avenue Oklahoma City, Oklahoma 73102",True
813 SW 48TH ST OK,813,Southwest 48th Street,Oklahoma City,Oklahoma,73109,"813 Southwest 48th Street Oklahoma City, Oklahoma 73109",True
8137 NW 20TH TER OK,8137,Northwest 20th Terrace,Oklahoma City,Oklahoma,73127,"8137 Northwest 20th Terrace Oklahoma City, Oklahoma 73127",True
817 SE 62ND ST OK,817,Southeast 62nd Street,Oklahoma City,Oklahoma,73149,"817 Southeast 62nd Street Oklahoma City, Oklahoma 73149",True
828 NE 31ST ST OK,828,Northeast 31st Street,Oklahoma City,Oklahoma,73105,"828 Northeast 31st Street Oklahoma City, Oklahoma 73105",True
8302 S BROOKLINE PL OK,N/A,N/A,N/A,N/A,N/A,"N/A N/A N/A, N/A N/A",False
8305 BREEZEWOOD DR OK,8305,Breezewood Drive,Oklahoma City,Oklahoma,73135,"8305 Breezewood Drive Oklahoma City, Oklahoma 73135",True
8305 S BROOKLINE AVE OK,8305,South Brookline Avenue,Oklahoma City,Oklahoma,73159,"8305 South Brookline Avenue Oklahoma City, Oklahoma 73159",True
831 NE 63RD ST OK,831,Northeast 63rd Street,Oklahoma City,Oklahoma,73105,"831 Northeast 63rd Street Oklahoma City, Oklahoma 73105",True
8337 SW 35TH ST OK,8337,Southwest 35th Street,Oklahoma City,Oklahoma,73179,"8337 Southwest 35th Street Oklahoma City, Oklahoma 73179",True
835 NW 114TH ST OK,835,Northwest 114th Street,Oklahoma City,Oklahoma,73114,"835 Northwest 114th Street Oklahoma City, Oklahoma 73114",True
837 SW 48TH ST OK,837,Southwest 48th Street,Oklahoma City,Oklahoma,73109,"837 Southwest 48th Street Oklahoma City, Oklahoma 73109",True
839 NW 114TH ST OK,839,Northwest 114th Street,Oklahoma City,Oklahoma,73114,"839 Northwest 114th Street Oklahoma City, Oklahoma 73114",True
8409 NW 106TH ST OK,8409,Northwest 106th Street,Oklahoma City,Oklahoma,73162,"8409 Northwest 106th Street Oklahoma City, Oklahoma 73162",True
841 NE 26TH ST OK,841,Northeast 26th Street,Oklahoma City,Oklahoma,73105,"841 Northeast 26th Street Oklahoma City, Oklahoma 73105",True
711 NW 32ND ST OK,711,Northwest 32nd Street,Lawton,Oklahoma,73505,"711 Northwest 32nd Street Lawton, Oklahoma 73505",True
715 NW 99TH ST OK,715,Northwest 99th Street,Oklahoma City,Oklahoma,73114,"715 Northwest 99th Street Oklahoma City, Oklahoma 73114",True
724 SE 27TH ST OK,724,Southeast 27th Street,El Reno,Oklahoma,73036,"724 Southeast 27th Street El Reno, Oklahoma 73036",True
7305 KINGS RIDGE RD OK,N/A,N/A,N/A,N/A,N/A,"N/A N/A N/A, N/A N/A",False
732 WATERVIEW RD OK,732,Waterview Road,Oklahoma City,Oklahoma,73170,"732 Waterview Road Oklahoma City, Oklahoma 73170",True
741 SW 48TH ST OK,741,Southwest 48th Street,Oklahoma City,Oklahoma,73109,"741 Southwest 48th Street Oklahoma City, Oklahoma 73109",True
7416 S BROOKLINE AVE OK,7416,South Brookline Avenue,Oklahoma City,Oklahoma,73159,"7416 South Brookline Avenue Oklahoma City, Oklahoma 73159",True
7416 S DREXEL AVE OK,7416,South Drexel Avenue,Oklahoma City,Oklahoma,73159,"7416 South Drexel Avenue Oklahoma City, Oklahoma 73159",True
7737 NW 136TH TER OK,7737,Northwest 136th Terrace,Oklahoma City,Oklahoma,73142,"7737 Northwest 136th Terrace Oklahoma City, Oklahoma 73142",True
7809 FRYE LN OK,7809,Frye Lane,Oklahoma City,Oklahoma,73135,"7809 Frye Lane Oklahoma City, Oklahoma 73135",True
7905 HARVEST MOON RD OK,7905,Harvest Moon Road,Oklahoma City,Oklahoma,73132,"7905 Harvest Moon Road Oklahoma City, Oklahoma 73132",True
800 SW 50TH ST OK,800,Southwest 50th Street,Lawton,Oklahoma,73505,"800 Southwest 50th Street Lawton, Oklahoma 73505",True
8016 AZUREWOOD DR OK,8016,Azurewood Drive,Oklahoma City,Oklahoma,73135,"8016 Azurewood Drive Oklahoma City, Oklahoma 73135",True
8027 NW 104TH ST OK,8027,Northwest 104th Street,Oklahoma City,Oklahoma,73162,"8027 Northwest 104th Street Oklahoma City, Oklahoma 73162",True
8029 NW 104TH ST OK,8029,Northwest 104th Street,Oklahoma City,Oklahoma,73162,"8029 Northwest 104th Street Oklahoma City, Oklahoma 73162",True
8033 NW 104TH ST OK,8033,Northwest 104th Street,Oklahoma City,Oklahoma,73162,"8033 Northwest 104th Street Oklahoma City, Oklahoma 73162",True
8033 NW 19TH ST OK,8033,Northwest 19th Street,Oklahoma City,Oklahoma,73127,"8033 Northwest 19th Street Oklahoma City, Oklahoma 73127",True
7100 N DREXEL BLVD OK,7100,North Drexel Boulevard,Oklahoma City,Oklahoma,73116,"7100 North Drexel Boulevard Oklahoma City, Oklahoma 73116",True
1144 WINDEMERE AVE OK,House number not found,Windemere Avenue,Oklahoma City,Oklahoma,73117,"House number not found Windemere Avenue Oklahoma City, Oklahoma 73117",False
1145 BELLEVIDERE DR OK,1145,Bellevidere Drive,Oklahoma City,Oklahoma,73117,"1145 Bellevidere Drive Oklahoma City, Oklahoma 73117",True
11613 N MILLER AVE OK,11613,North Miller Avenue,Oklahoma City,Oklahoma,73120,"11613 North Miller Avenue Oklahoma City, Oklahoma 73120",True
11701 VICTORIA PL OK,11701,Victoria Place,Oklahoma City,Oklahoma,73120,"11701 Victoria Place Oklahoma City, Oklahoma 73120",True
11820 S DOUGLAS AVE OK,11820,South Douglas Avenue,Oklahoma City,Oklahoma,73170,"11820 South Douglas Avenue Oklahoma City, Oklahoma 73170",True
1201 N TULSA AVE OK,1201,North Tulsa Avenue,Oklahoma City,Oklahoma,73107,"1201 North Tulsa Avenue Oklahoma City, Oklahoma 73107",True
12120 MOON BEAM DR OK,12120,Moon Beam Drive,Oklahoma City,Oklahoma,73162,"12120 Moon Beam Drive Oklahoma City, Oklahoma 73162",True
932 SW 51ST ST OK,932,Southwest 51st Street,Oklahoma City,Oklahoma,73109,"932 Southwest 51st Street Oklahoma City, Oklahoma 73109",True
941 NE 28TH ST OK,941,Northeast 28th Street,Oklahoma City,Oklahoma,73105,"941 Northeast 28th Street Oklahoma City, Oklahoma 73105",True
944 NE 20TH ST OK,944,Northeast 20th Street,Oklahoma City,Oklahoma,73105,"944 Northeast 20th Street Oklahoma City, Oklahoma 73105",True
945 NE 31ST ST OK,945,Northeast 31st Street,Oklahoma City,Oklahoma,73105,"945 Northeast 31st Street Oklahoma City, Oklahoma 73105",True
945 SE 11TH ST OK,House number not found,South Laird Avenue,Oklahoma City,Oklahoma,73129,"House number not found South Laird Avenue Oklahoma City, Oklahoma 73129",False
9755 SW 44TH ST OK,9755,Southwest 44th Street,Oklahoma City,Oklahoma,73099,"9755 Southwest 44th Street Oklahoma City, Oklahoma 73099",True
9929 N SHARTEL AVE OK,9929,North Shartel Avenue,Oklahoma City,Oklahoma,73114,"9929 North Shartel Avenue Oklahoma City, Oklahoma 73114",True
215 NW 22ND ST OK,215,Northwest 22nd Street,Oklahoma City,Oklahoma,73103,"215 Northwest 22nd Street Oklahoma City, Oklahoma 73103",True
401 NW 21ST ST OK,1950,Northwest 21st Street,Guymon,Oklahoma,73942,"1950 Northwest 21st Street Guymon, Oklahoma 73942",False
1001 CEDARDALE DR OK,1001,North Cedardale Drive,Oklahoma City,Oklahoma,73127,"1001 North Cedardale Drive Oklahoma City, Oklahoma 73127",True
1017 SW 25TH ST OK,1017,Southwest 25th Street,Lawton,Oklahoma,73505,"1017 Southwest 25th Street Lawton, Oklahoma 73505",True
10327 S HARVEY AVE OK,10327,South Harvey Avenue,Oklahoma City,Oklahoma,73139,"10327 South Harvey Avenue Oklahoma City, Oklahoma 73139",True
10625 SW 30TH ST OK,House number not found,Street not found,Oklahoma City,Oklahoma,73064,"House number not found Street not found Oklahoma City, Oklahoma 73064",False
10717 DOROTHY DR OK,10717,Dorothy Drive,Oklahoma City,Oklahoma,73162,"10717 Dorothy Drive Oklahoma City, Oklahoma 73162",True
109 SW 98TH ST OK,109,Southwest 98th Street,Oklahoma City,Oklahoma,73139,"109 Southwest 98th Street Oklahoma City, Oklahoma 73139",True
1109 BELLEVIDERE DR OK,1109,Bellevidere Drive,Oklahoma City,Oklahoma,73117,"1109 Bellevidere Drive Oklahoma City, Oklahoma 73117",True
1125 SW 47TH ST OK,1125,Southwest 47th Street,Oklahoma City,Oklahoma,73109,"1125 Southwest 47th Street Oklahoma City, Oklahoma 73109",True
8610 S BROOKLINE AVE OK,House number not found,South Brookline Avenue,Oklahoma City,Oklahoma,73159,"House number not found South Brookline Avenue Oklahoma City, Oklahoma 73159",False
8713 MUZNY LN OK,8713,Muzny Lane,Oklahoma City,Oklahoma,73135,"8713 Muzny Lane Oklahoma City, Oklahoma 73135",True
8804 S FAIRVIEW DR OK,8804,South Fairview Drive,Oklahoma City,Oklahoma,73159,"8804 South Fairview Drive Oklahoma City, Oklahoma 73159",True
8820 S CHARLOTTE DR OK,8820,South Charlotte Drive,Oklahoma City,Oklahoma,73159,"8820 South Charlotte Drive Oklahoma City, Oklahoma 73159",True
884 NW 115TH ST OK,3500,Northwest 115th Street,Oklahoma City,Oklahoma,73120,"3500 Northwest 115th Street Oklahoma City, Oklahoma 73120",False
888 NW 115TH ST OK,3500,Northwest 115th Street,Oklahoma City,Oklahoma,73120,"3500 Northwest 115th Street Oklahoma City, Oklahoma 73120",False
8936 TILMAN DR OK,8936,Tilman Drive,Oklahoma City,Oklahoma,73132,"8936 Tilman Drive Oklahoma City, Oklahoma 73132",True
9 SW 57TH ST OK,9,Southwest 57th Street,Oklahoma City,Oklahoma,73109,"9 Southwest 57th Street Oklahoma City, Oklahoma 73109",True
913 NW 89TH ST OK,913,Northwest 89th Street,Oklahoma City,Oklahoma,73114,"913 Northwest 89th Street Oklahoma City, Oklahoma 73114",True
918 NE 6TH ST OK,918,Northeast 6th Street,Wagoner,Oklahoma,74467,"918 Northeast 6th Street Wagoner, Oklahoma 74467",True
921 SW 49TH ST OK,921,Southwest 49th Street,Lawton,Oklahoma,73505,"921 Southwest 49th Street Lawton, Oklahoma 73505",True
9215 S SANTA FE AVE OK,9215,South Santa Fe Avenue,Oklahoma City,Oklahoma,73139,"9215 South Santa Fe Avenue Oklahoma City, Oklahoma 73139",True
9304 TAGGERT LN OK,N/A,N/A,N/A,N/A,N/A,"N/A N/A N/A, N/A N/A",False
9308 TAGGERT LN OK,N/A,N/A,N/A,N/A,N/A,"N/A N/A N/A, N/A N/A",False
2322 SW 49TH ST OK,2322,Southwest 49th Street,Oklahoma City,Oklahoma,73119,"2322 Southwest 49th Street Oklahoma City, Oklahoma 73119",True
2414 S BROADWAY AVE OK,2414,South Broadway Avenue,Oklahoma City,Oklahoma,73109,"2414 South Broadway Avenue Oklahoma City, Oklahoma 73109",True
2421 NW 50TH ST OK,2333,Northwest 50th Street,Oklahoma City,Oklahoma,73112,"2333 Northwest 50th Street Oklahoma City, Oklahoma 73112",False
2446 SE 10TH ST OK,2446,Southeast 10th Street,Oklahoma City,Oklahoma,73129,"2446 Southeast 10th Street Oklahoma City, Oklahoma 73129",True
2512 SW 125TH ST OK,2512,Southwest 125th Street,Oklahoma City,Oklahoma,73170,"2512 Southwest 125th Street Oklahoma City, Oklahoma 73170",True
2625 NW 115TH ST OK,2625,Northwest 115th Street,Oklahoma City,Oklahoma,73120,"2625 Northwest 115th Street Oklahoma City, Oklahoma 73120",True
2632 NW 113TH ST OK,2632,Northwest 113th Street,Oklahoma City,Oklahoma,73120,"2632 Northwest 113th Street Oklahoma City, Oklahoma 73120",True
2636 EL TORO DR OK,2636,El Toro Drive,Oklahoma City,Oklahoma,73129,"2636 El Toro Drive Oklahoma City, Oklahoma 73129",True
2713 NW 115TH ST OK,2713,Northwest 115th Street,Oklahoma City,Oklahoma,73120,"2713 Northwest 115th Street Oklahoma City, Oklahoma 73120",True
2716 BLUE QUAIL PASS OK,2716,Blue Quail Pass,Oklahoma City,Oklahoma,73013,"2716 Blue Quail Pass Oklahoma City, Oklahoma 73013",True
2716 NW 109TH ST OK,2716,Northwest 109th Street,Oklahoma City,Oklahoma,73120,"2716 Northwest 109th Street Oklahoma City, Oklahoma 73120",True
1536 SW 26TH ST OK,1536,Southwest 26th Street,Oklahoma City,Oklahoma,73108,"1536 Southwest 26th Street Oklahoma City, Oklahoma 73108",True
15417 CAMELLIA RD OK,15417,Camellia Road,Oklahoma City,Oklahoma,73170,"15417 Camellia Road Oklahoma City, Oklahoma 73170",True
1609 BROADVIEW CIR OK,1609,Broadview Circle,Oklahoma City,Oklahoma,73127,"1609 Broadview Circle Oklahoma City, Oklahoma 73127",True
1625 COUNTRY PLACE RD OK,1625,Country Place Road,Oklahoma City,Oklahoma,73131,"1625 Country Place Road Oklahoma City, Oklahoma 73131",True
1628 NW 43RD ST OK,1628,Northwest 43rd Street,Lawton,Oklahoma,73505,"1628 Northwest 43rd Street Lawton, Oklahoma 73505",True
17616 BRASS DR OK,17616,Brass Drive,Oklahoma City,Oklahoma,73012,"17616 Brass Drive Oklahoma City, Oklahoma 73012",True
1810 N JORDAN AVE OK,1810,North Jordan Avenue,Oklahoma City,Oklahoma,73111,"1810 North Jordan Avenue Oklahoma City, Oklahoma 73111",True
1812 E EUCLID ST OK,899,Garden Grove,Yukon,Oklahoma,73099,"899 Garden Grove Yukon, Oklahoma 73099",False
1816 NE 55TH ST OK,1816,Northeast 55th Street,Oklahoma City,Oklahoma,73111,"1816 Northeast 55th Street Oklahoma City, Oklahoma 73111",True
1905 NW 40TH ST OK,1905,Northwest 40th Street,Lawton,Oklahoma,73505,"1905 Northwest 40th Street Lawton, Oklahoma 73505",True
1908 NW 37TH ST OK,1908,Northwest 37th Street,Oklahoma City,Oklahoma,73118,"1908 Northwest 37th Street Oklahoma City, Oklahoma 73118",True
19250 N INDIAN MERIDIAN OK,19250,North Indian Meridian Road,Oklahoma City,Oklahoma,73054,"19250 North Indian Meridian Road Oklahoma City, Oklahoma 73054",True
201 SE 25TH ST OK,201,Southeast 25th Street,Oklahoma City,Oklahoma,73129,"201 Southeast 25th Street Oklahoma City, Oklahoma 73129",True
2100 SW 63RD ST OK,2100,Southwest 63rd Street,Oklahoma City,Oklahoma,73159,"2100 Southwest 63rd Street Oklahoma City, Oklahoma 73159",True
2204 NW 26TH ST OK,2204,Northwest 26th Street,Lawton,Oklahoma,73505,"2204 Northwest 26th Street Lawton, Oklahoma 73505",True
2204 SE 11TH ST OK,2204,Southeast 11th Street,Oklahoma City,Oklahoma,73129,"2204 Southeast 11th Street Oklahoma City, Oklahoma 73129",True
221 SE 26TH ST OK,221,Southeast 26th Street,Oklahoma City,Oklahoma,73129,"221 Southeast 26th Street Oklahoma City, Oklahoma 73129",True
1232 NW 44TH ST OK,1232,Northwest 44th Street,Oklahoma City,Oklahoma,73118,"1232 Northwest 44th Street Oklahoma City, Oklahoma 73118",True
12406 SW 14TH ST OK,12406,Southwest 14th Street,Oklahoma City,Oklahoma,73099,"12406 Southwest 14th Street Oklahoma City, Oklahoma 73099",True
12406 SW 15TH TER OK,12406,Southwest 15th Terrace,Oklahoma City,Oklahoma,73099,"12406 Southwest 15th Terrace Oklahoma City, Oklahoma 73099",True
1255 WINDEMERE AVE OK,House number not found,Windemere Avenue,Oklahoma City,Oklahoma,73117,"House number not found Windemere Avenue Oklahoma City, Oklahoma 73117",False
12708 NW 137TH ST OK,House number not found,Northwest 137th Street,Oklahoma City,Oklahoma,73078,"House number not found Northwest 137th Street Oklahoma City, Oklahoma 73078",False
12925 NE 48TH ST OK,12925,Northeast 48th Street,Oklahoma City,Oklahoma,73084,"12925 Northeast 48th Street Oklahoma City, Oklahoma 73084",True
1322 SE 40TH ST OK,1322,Southeast 40th Street,Oklahoma City,Oklahoma,73129,"1322 Southeast 40th Street Oklahoma City, Oklahoma 73129",True
137 SE 25TH ST OK,137,Southeast 25th Street,Oklahoma City,Oklahoma,73129,"137 Southeast 25th Street Oklahoma City, Oklahoma 73129",True
14108 CADORNA STRADA OK,14108,Cadorna Strada,Oklahoma City,Oklahoma,73170,"14108 Cadorna Strada Oklahoma City, Oklahoma 73170",True
14408 HARLI LN OK,14408,Harli Lane,Oklahoma City,Oklahoma,73170,"14408 Harli Lane Oklahoma City, Oklahoma 73170",True
3513 WINDSOR AVE OK,3513,North Windsor Avenue,Oklahoma City,Oklahoma,73122,"3513 North Windsor Avenue Oklahoma City, Oklahoma 73122",True
3520 S QUAPAH AVE OK,3520,South Quapah Avenue,Oklahoma City,Oklahoma,73119,"3520 South Quapah Avenue Oklahoma City, Oklahoma 73119",True
3604 NW 24TH ST OK,3604,Northwest 24th Street,Oklahoma City,Oklahoma,73107,"3604 Northwest 24th Street Oklahoma City, Oklahoma 73107",True
3605 SW 42ND ST OK,3605,Southwest 42nd Street,Oklahoma City,Oklahoma,73119,"3605 Southwest 42nd Street Oklahoma City, Oklahoma 73119",True
3701 NW 60TH ST OK,3701,Northwest 60th Street,Oklahoma City,Oklahoma,73112,"3701 Northwest 60th Street Oklahoma City, Oklahoma 73112",True
3728 SW 26TH ST OK,3728,Southwest 26th Street,Oklahoma City,Oklahoma,73108,"3728 Southwest 26th Street Oklahoma City, Oklahoma 73108",True
3832 SW 27TH ST OK,3832,Southwest 27th Street,Oklahoma City,Oklahoma,73108,"3832 Southwest 27th Street Oklahoma City, Oklahoma 73108",True
4025 NW 57TH ST OK,4025,Northwest 57th Street,Oklahoma City,Oklahoma,73112,"4025 Northwest 57th Street Oklahoma City, Oklahoma 73112",True
4044 NW 11TH ST OK,4044,Northwest 11th Street,Oklahoma City,Oklahoma,73107,"4044 Northwest 11th Street Oklahoma City, Oklahoma 73107",True
408 SE 27TH ST OK,408,Southeast 27th Street,El Reno,Oklahoma,73036,"408 Southeast 27th Street El Reno, Oklahoma 73036",True
412 NORTON CIR OK,412,Norton Circle,Oklahoma City,Oklahoma,73099,"412 Norton Circle Oklahoma City, Oklahoma 73099",True
413 SE 26TH ST OK,413,Southeast 26th Street,Oklahoma City,Oklahoma,73129,"413 Southeast 26th Street Oklahoma City, Oklahoma 73129",True
4136 NW 13TH ST OK,4136,Northwest 13th Street,Oklahoma City,Oklahoma,73107,"4136 Northwest 13th Street Oklahoma City, Oklahoma 73107",True
4140 N LIBBY AVE OK,4140,North Libby Avenue,Oklahoma City,Oklahoma,73122,"4140 North Libby Avenue Oklahoma City, Oklahoma 73122",True
426 SE 25TH ST OK,426,Southeast 25th Street,Oklahoma City,Oklahoma,73129,"426 Southeast 25th Street Oklahoma City, Oklahoma 73129",True
2940 SW 51ST ST OK,House number not found,Southwest 51st Street,Oklahoma City,Oklahoma,73119,"House number not found Southwest 51st Street Oklahoma City, Oklahoma 73119",False
3001 NW 19TH ST OK,3001,Northwest 19th Street,Oklahoma City,Oklahoma,73107,"3001 Northwest 19th Street Oklahoma City, Oklahoma 73107",True
3009 NW 11TH ST OK,3009,Northwest 11th Street,Oklahoma City,Oklahoma,73107,"3009 Northwest 11th Street Oklahoma City, Oklahoma 73107",True
3025 SW 64TH ST OK,3025,Southwest 64th Street,Oklahoma City,Oklahoma,73159,"3025 Southwest 64th Street Oklahoma City, Oklahoma 73159",True
3028 NW 46TH ST OK,3028,Northwest 46th Street,Oklahoma City,Oklahoma,73112,"3028 Northwest 46th Street Oklahoma City, Oklahoma 73112",True
3101 S CLEGERN AVE OK,100,South Clegern Avenue,Oklahoma City,Oklahoma,73106,"100 South Clegern Avenue Oklahoma City, Oklahoma 73106",False
3109 NW 31ST ST OK,3109,Northwest 31st Street,Oklahoma City,Oklahoma,73112,"3109 Northwest 31st Street Oklahoma City, Oklahoma 73112",True
3205 NE 13TH ST OK,3205,Northeast 13th Street,Oklahoma City,Oklahoma,73117,"3205 Northeast 13th Street Oklahoma City, Oklahoma 73117",True
3209 SE 54TH ST OK,3209,Southeast 54th Street,Oklahoma City,Oklahoma,73135,"3209 Southeast 54th Street Oklahoma City, Oklahoma 73135",True
3212 SE 56TH ST OK,3212,Southeast 56th Street,Oklahoma City,Oklahoma,73135,"3212 Southeast 56th Street Oklahoma City, Oklahoma 73135",True
3220 SE 54TH ST OK,3220,Southeast 54th Street,Oklahoma City,Oklahoma,73135,"3220 Southeast 54th Street Oklahoma City, Oklahoma 73135",True
325 SW 34TH ST OK,325,Southwest 34th Street,Moore,Oklahoma,73160,"325 Southwest 34th Street Moore, Oklahoma 73160",True
3261 SW 99TH ST OK,3261,Southwest 99th Street,Oklahoma City,Oklahoma,73159,"3261 Southwest 99th Street Oklahoma City, Oklahoma 73159",True
3310 S LIBERTY AVE OK,3310,South Liberty Avenue,Oklahoma City,Oklahoma,73119,"3310 South Liberty Avenue Oklahoma City, Oklahoma 73119",True
332 SE 44TH ST OK,332,Southeast 44th Street,Oklahoma City,Oklahoma,73129,"332 Southeast 44th Street Oklahoma City, Oklahoma 73129",True
334 SE 28TH ST OK,334,Southeast 28th Street,Oklahoma City,Oklahoma,73129,"334 Southeast 28th Street Oklahoma City, Oklahoma 73129",True
3421 N UTAH AVE OK,3421,North Utah Avenue,Oklahoma City,Oklahoma,73112,"3421 North Utah Avenue Oklahoma City, Oklahoma 73112",True
2801 NW 45TH ST OK,2801,Northwest 45th Street,Oklahoma City,Oklahoma,73112,"2801 Northwest 45th Street Oklahoma City, Oklahoma 73112",True
2839 SW 64TH ST OK,2839,Southwest 64th Street,Oklahoma City,Oklahoma,73159,"2839 Southwest 64th Street Oklahoma City, Oklahoma 73159",True
2901 SHIRLEY LN OK,2901,Shirley Lane,Oklahoma City,Oklahoma,73116,"2901 Shirley Lane Oklahoma City, Oklahoma 73116",True
2917 SW 49TH ST OK,2917,Southwest 49th Street,Oklahoma City,Oklahoma,73119,"2917 Southwest 49th Street Oklahoma City, Oklahoma 73119",True
2918 N PROSPECT AVE OK,2918,North Prospect Avenue,Oklahoma City,Oklahoma,73111,"2918 North Prospect Avenue Oklahoma City, Oklahoma 73111",True
2931 NW 19TH ST OK,2931,Northwest 19th Street,Lawton,Oklahoma,73507,"2931 Northwest 19th Street Lawton, Oklahoma 73507",True
905 NE 19TH ST OK,905,Northeast 19th Street,Moore,Oklahoma,73160,"905 Northeast 19th Street Moore, Oklahoma 73160",True
9112 SHARON OK,9112,South Sharon Street,Oklahoma City,Oklahoma,73159,"9112 South Sharon Street Oklahoma City, Oklahoma 73159",True
6320 NW 123RD ST OK,6320,Northwest 123rd Street,Oklahoma City,Oklahoma,73142,"6320 Northwest 123rd Street Oklahoma City, Oklahoma 73142",True
6521 N LOTTIE AVE OK,6521,North Lottie Avenue,Oklahoma City,Oklahoma,73111,"6521 North Lottie Avenue Oklahoma City, Oklahoma 73111",True
6600 NW 116TH ST OK,6600,Northwest 116th Street,Oklahoma City,Oklahoma,73162,"6600 Northwest 116th Street Oklahoma City, Oklahoma 73162",True
6712 S BYERS AVE OK,6712,South Byers Avenue,Oklahoma City,Oklahoma,73149,"6712 South Byers Avenue Oklahoma City, Oklahoma 73149",True
701 E WILSHIRE BLVD OK,701,East Wilshire Boulevard,Oklahoma City,Oklahoma,73105,"701 East Wilshire Boulevard Oklahoma City, Oklahoma 73105",True
705 NW 88TH ST OK,705,Northwest 88th Street,Oklahoma City,Oklahoma,73114,"705 Northwest 88th Street Oklahoma City, Oklahoma 73114",True
7101 ASHBY TER OK,7101,Ashby Terrace,Oklahoma City,Oklahoma,73149,"7101 Ashby Terrace Oklahoma City, Oklahoma 73149",True
717 SE 62ND ST OK,717,Southeast 62nd Street,Oklahoma City,Oklahoma,73149,"717 Southeast 62nd Street Oklahoma City, Oklahoma 73149",True
725 SE 28TH ST OK,725,Southeast 28th Street,Oklahoma City,Oklahoma,73129,"725 Southeast 28th Street Oklahoma City, Oklahoma 73129",True
7905 CURTIS TER OK,7905,Curtis Terrace,Oklahoma City,Oklahoma,73132,"7905 Curtis Terrace Oklahoma City, Oklahoma 73132",True
7913 JOHN ROBERT DR OK,7913,John Robert Drive,Oklahoma City,Oklahoma,73135,"7913 John Robert Drive Oklahoma City, Oklahoma 73135",True
8104 HILLCREST DR OK,8104,South Hillcrest Drive,Oklahoma City,Oklahoma,73159,"8104 South Hillcrest Drive Oklahoma City, Oklahoma 73159",True
8308 S DOUGLAS AVE OK,8308,South Douglas Avenue,Oklahoma City,Oklahoma,73139,"8308 South Douglas Avenue Oklahoma City, Oklahoma 73139",True
